Version,4,,,,,,,,,,,,,,,,,,,,,,,,
装備ID,図鑑番号,装備名,種類,耐久,装甲,火力,雷撃,速力,爆装,対空,対潜,api_atap,命中,雷撃命中,回避,雷撃回避,爆装回避,索敵,索敵妨害,運,射程,レアリティ,破棄時資材,説明,弾薬消費
145,145,戦闘糧食,"[18,34,43,34]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[1,0,0,0]",腹が減ってはなんとやら……戦闘前にしっかりと腹ごしらえをしておきましょう。<br>海の上で食べる握り飯の味は格別です！<br>（発動すると消滅します）,0
146,146,洋上補給,"[19,35,44,35]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[30,30,0,0]",戦闘航海中の洋上で燃料弾薬を補給することが可能です。これを保持した状態で燃料弾薬が欠乏すると戦闘航海中に「洋上補給」が発動し、燃料弾薬が洋上で「補給」されます。長期戦となる艦隊決戦のサポートにご活用ください。<br>（発動すると消滅します）,0
147,147,120mm連装砲,"[1,1,1,1]",0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,"[0,1,2,0]",パスタの国が生んだ連装の小艦艇用主砲兵装です。<br>口径は同クラスの日本海軍の主力駆逐艦の主砲より小さいものの、優れた機構と高いポテンシャルをもった新型小口径火砲です。,0
148,148,試製南山,"[3,5,7,7]",0,0,0,0,0,11,1,4,0,0,0,0,0,0,2,0,0,0,5,"[4,5,0,15]",水上機搭載可能な潜水艦による戦略的な運用を目指して開発された、急降下爆撃可能なハイスペック艦載攻撃機「晴嵐」。その陸上運用機バージョン「南山」に着艦フックを付与した試作航空母艦運用型(爆装)です。テスト機なので、派手なカラーリングとなっています。,0
149,149,四式水中聴音機,"[7,10,14,18]",0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,4,"[0,0,1,3]",小型艦艇にも装備可能な、新型パッシブソナー兵装です。<br>九三式水中聴音機に比べて、その対潜発見能力は格段に向上しました。数は少ないですが、大戦末期に建造された後期型の駆逐艦などの対潜兵装として装備されました。,0
150,150,秋刀魚の缶詰,"[18,34,43,34]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[1,0,0,1]",旬の水揚げされたばかりの新鮮な秋刀魚を使った蒲焼の缶詰です。脂が乗った秋刀魚を炭火焼で丁寧に仕上げたその味は、そのままでも美味しいですが、おにぎりと一緒に食すれば美味しさ倍増です。(戦闘糧食と一緒に発動すると効果倍増です。発動すると消滅します),0
151,151,試製景雲(艦偵型),"[5,7,9,9]",0,0,2,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,5,"[4,0,0,14]",空技廠が開発した最新鋭の高々度試作偵察機「景雲」。同機に艦載用の改修を行った艦上偵察機バージョンです。様々な新機軸を盛り込んだユニークな機体の「景雲」は、開発中のターボジェットエンジン「ネ330」を搭載して、新鋭噴進式攻撃機化する計画もありました。<br>(本機は新鋭正規空母の一部のみ運用可能です),0
152,152,零式艦戦52型(熟練),"[3,5,6,6]",0,0,0,0,0,0,9,0,0,1,0,2,0,0,1,0,0,0,3,"[1,2,0,3]",熟練搭乗員で構成された「零式艦上戦闘機52型」装備の艦戦隊です。<br>零戦の最終的な量産機となった「52型」は、後継機の開発が遅れたため、後期の艦上戦闘機の主力として奮戦することになりました。熟練搭乗員の巧みな操縦技術で、機材の質的劣勢をカバーします。,0
153,153,零戦52型丙(付岩井小隊),"[3,5,6,6]",0,0,0,0,0,0,10,0,0,1,0,2,0,0,1,0,0,0,4,"[1,2,0,4]",巧みな操縦技術を持つ岩井小隊長を擁する「零式艦上戦闘機52型丙」装備の艦戦隊です。「52型丙」では、敵新型機に対抗するため、火力及び防御力が強化されました。その分機動性は若干低下していますが、熟練搭乗員の巧みな操縦技術でカバーします。,0
154,154,零戦62型(爆戦/岩井隊),"[3,5,7,7]",0,0,0,0,0,4,7,3,0,1,0,2,0,0,1,0,0,0,5,"[1,3,0,4]",遂に飛行隊を預かることになった「ゼロファイターゴッド」岩井隊長率いる、「零式艦上戦闘機62型」装備の爆戦隊です。整備の行き届いた「62型」を駆り、高機動戦闘爆撃機として敵艦に爆弾を叩き付け、しかるのち制空戦闘に参加します。,0
155,155,零戦21型(付岩本小隊),"[3,5,6,6]",0,0,0,0,0,0,9,0,0,1,0,3,0,0,1,0,0,0,3,"[1,2,0,2]",圧倒的な空戦技量を誇る岩本小隊長を擁する「零式艦上戦闘機21型」装備の艦戦隊です。零戦の優れた格闘戦能力と長大な航続距離、そして搭乗員の高い技量で圧倒的な強さを誇ります。開戦から珊瑚海海戦まで「瑞鶴」の上空を護りました。,0
156,156,零戦52型甲(付岩本小隊),"[3,5,6,6]",0,0,0,0,0,0,11,0,0,1,0,3,0,0,1,0,0,0,4,"[1,2,0,4]",圧倒的な空戦技量を誇るエース、岩本小隊長を擁する「零式艦上戦闘機52型」装備の艦戦隊です。卓越した空戦技量で零戦の後期改良型を駆る「零戦虎徹」は、機体の質的優位性が失われても果敢に敵機に挑み、撃墜を重ねていきました。,0
157,157,零式艦戦53型(岩本隊),"[3,5,6,6]",0,0,0,0,0,0,12,0,0,2,0,4,0,0,3,0,0,0,5,"[1,2,0,5]",遂に飛行隊を預かることになった「零戦虎徹」岩本隊長率いる、「零式艦上戦闘機53型」装備の艦戦隊です。「52型」のエンジンと生存性を強化した性能向上型である「零戦53型」を駆り、熟練搭乗員を率いて戦いの空に駆け上がります。,0
158,158,Bf109T改,"[3,5,6,6]",0,0,1,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,3,"[1,2,0,6]",かの国で開発/量産された主力戦闘機Bf109シリーズ。<br>メッサーシュミットの名でも知られる、ヨーロッパの空で活躍した名機。本機はそのE型をベースにした艦上機バージョンのさらなる改修機です。防空戦闘で大きな能力を発揮します。,0
159,159,Fw190T改,"[3,5,6,6]",0,0,2,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,4,"[2,3,0,8]",かの国で開発/量産された強力で信頼性の高い戦闘機Fw190シリーズ。タンク博士の設計により誕生し、フォッケウルフの名で親しまれた名機です。本機はその後期型を改修した艦上機バージョンです。高い制空戦闘能力を発揮します。,0
160,160,10.5cm連装砲,"[1,2,4,16]",0,0,3,0,0,0,6,0,0,2,0,1,0,0,0,0,0,1,3,"[0,2,4,0]",かの国で開発された艦艇防空用の連装高角砲です。大型艦艇などに防空火器として装備されました。建造と工事中止を繰り返したあの航空母艦にも、左右舷側と飛行甲板への背負い式装備が計画されていました。,0
161,161,16inch三連装砲 Mk.7,"[1,1,3,3]",0,0,24,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,5,"[0,20,22,2]",Iowa級戦艦の主兵装として米国で開発された新型三連装主砲です。前級に搭載された主砲の改良型で、長砲身化などの改良によって威力がより向上しています。発展途上ではありましたが、レーダー連動の砲射撃指揮装置によるレーダー射撃も可能です。,0
162,162,203mm/53 連装砲,"[1,1,2,2]",0,0,9,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,3,3,"[0,4,4,0]",パスタの国で生まれた中口径主砲です。昼間砲撃戦で優位を確保すべく誕生したザラ級重巡の主兵装として採用されました。最大仰角で射撃では戦艦並の長射程距離を誇りましたが、構造上の問題でその精度と命中率には課題を抱えています。,0
163,163,Ro.43水偵,"[5,7,10,10]",0,0,1,0,0,0,1,2,0,2,0,1,0,0,4,0,0,0,3,"[1,1,0,2]",パスタの国で開発/運用された運動性に優れた複葉複座の水上偵察機です。同国の中型以上の主力水上艦艇に搭載されました。低速機であるものの、信頼性と優れた操縦性を持った水偵として、艦隊の目や連絡を務めます。単座の戦闘機バージョンも存在しました。,0
164,164,Ro.44水上戦闘機,"[5,36,45,10]",0,0,0,0,0,0,2,1,0,1,0,2,0,0,2,0,0,0,3,"[1,1,0,2]",パスタの国で運用された信頼性と運動性に優れた複葉複座の水偵Ro.43を単座に改修した水上戦闘機です。低速なため戦闘機としては限界がありますが、貴重な洋上防空戦力として期待されました。量産数は控えめです。,0
165,165,二式水戦改,"[5,36,45,10]",0,0,0,0,0,0,3,1,0,1,0,2,0,0,1,0,0,0,2,"[1,1,0,4]",新型水上戦闘機の実戦投入までの繋ぎとして、零式艦上戦闘機をベースに急遽開発/実戦投入された水上戦闘機です。カタパルトによる艦上運用を考慮した機材ではありませんでしたが、本機は機体及びフロート強度を改良強化して投入です。,0
166,166,大発動艇(八九式中戦車&陸戦隊),"[8,14,24,20]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[1,2,4,1]",大発動艇、略して「大発」。旧式ではありますが量産型「大発」に積載可能な「八九式中戦車」と、重火器で武装した陸戦隊を搭載した、上陸作戦用の強襲揚陸バージョン(試製噴進砲もif装備)です。輸送任務ではなく、敵地への上陸作戦等に適しています。,0
167,167,特二式内火艇,"[20,37,46,36]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[1,2,3,2]",島嶼への上陸作戦のために開発された水陸両用「特二式内火艇」、通称「カミ車」です。前後に着脱式のフロートを備え、機甲戦力として敵地への上陸作戦が可能です。輸送時の水密化構造が採用されており、潜水艦での運用も可能でした。,0
501,0,5inch単装砲,"[1,1,1,1]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0,0,0,0]",,0
502,0,5inch連装砲,"[1,1,1,1]",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0,0,0,0]",,0
503,0,3inch単装高角砲,"[1,1,1,16]",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,"[0,0,0,0]",,0
504,0,5inch単装高射砲,"[1,1,2,2]",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,"[0,0,0,0]",,0
505,0,8inch三連装砲,"[1,1,2,2]",0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,"[0,0,0,0]",,0
506,0,6inch連装速射砲,"[1,1,2,2]",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,"[0,0,0,0]",,0
507,0,14inch連装砲,"[1,1,3,3]",0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,"[0,0,0,0]",,0
508,0,16inch連装砲,"[1,1,3,3]",0,0,15,0,0,0,4,0,0,0,16,0,0,0,0,0,0,3,1,"[0,0,0,0]",,0
509,0,16inch三連装砲,"[1,1,3,3]",0,0,20,0,0,0,5,0,0,0,10,0,0,0,0,0,0,3,2,"[0,0,0,0]",,0
510,0,5inch単装高射砲,"[1,2,4,16]",0,0,1,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,0,"[0,0,0,0]",,0
511,0,6inch単装砲,"[1,2,4,4]",0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,"[0,0,0,0]",,0
512,0,12.5inch連装副砲,"[1,2,4,4]",0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,1,"[0,0,0,0]",,0
513,0,21inch魚雷前期型,"[2,3,5,5]",0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,"[0,0,0,0]",,0
514,0,21inch魚雷後期型,"[2,3,5,5]",0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,"[0,0,0,0]",,0
515,0,高速深海魚雷,"[2,3,5,5]",0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,"[0,0,0,0]",,0
516,0,深海棲艦攻,"[3,5,8,8]",0,0,0,4,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,"[0,0,0,0]",,0
517,0,深海棲艦攻 Mark.II,"[3,5,8,8]",0,0,0,6,0,0,0,4,0,0,2,0,0,0,5,0,0,0,1,"[0,0,0,0]",,0
518,0,深海棲艦攻 Mark.III,"[3,5,8,8]",0,0,0,11,0,0,4,7,0,0,0,0,0,0,5,0,0,0,2,"[0,0,0,0]",,0
519,0,深海棲艦戦,"[3,5,6,6]",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"[0,0,0,0]",,0
520,0,深海棲艦戦 Mark.II,"[3,5,6,6]",0,0,0,0,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,"[0,0,0,0]",,0
521,0,深海棲艦戦 Mark.III,"[3,5,6,6]",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,"[0,0,0,0]",,0
522,0,飛び魚艦戦,"[3,5,6,6]",0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,3,"[0,0,0,0]",,0
523,0,深海棲艦爆,"[3,5,7,7]",0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"[0,0,0,0]",,0
524,0,深海棲艦爆 Mark.II,"[3,5,7,7]",0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,"[0,0,0,0]",,0
525,0,深海棲艦偵察機,"[5,7,10,10]",0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,"[0,0,0,0]",,0
526,0,飛び魚偵察機,"[5,7,10,10]",0,0,0,0,0,4,2,2,0,0,0,0,0,0,10,0,0,0,1,"[0,0,0,0]",,0
527,0,対空レーダ― Mark.I,"[5,8,12,11]",0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1,"[0,0,0,0]",,0
528,0,水上レーダ― Mark.I,"[5,8,12,11]",0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,1,"[0,0,0,0]",,0
529,0,水上レーダ― Mark.II,"[5,8,12,11]",0,0,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0,2,"[0,0,0,0]",,0
530,0,対空レーダ― Mark.II,"[5,8,13,11]",0,0,0,0,0,0,10,0,0,5,21,0,0,0,10,0,0,0,2,"[0,0,0,0]",,0
531,0,深海水上レーダー,"[5,8,13,11]",0,0,0,0,0,0,5,5,0,24,13,3,0,0,16,0,0,0,3,"[0,0,0,0]",,0
532,0,深海対空レーダ―,"[5,8,13,11]",0,0,0,0,0,0,18,5,0,16,13,2,0,0,12,0,0,0,4,"[0,0,0,0]",,0
533,0,改良型深海タービン,"[6,9,17,19]",0,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,"[0,0,0,0]",,0
534,0,強化型深海缶,"[6,9,17,19]",0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,1,"[0,0,0,0]",,0
535,0,対空散弾,"[4,6,18,12]",0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,"[0,0,0,0]",,0
536,0,劣化徹甲弾,"[4,25,19,13]",0,0,15,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,1,"[0,0,0,0]",,0
537,0,12.7mm機銃,"[4,6,21,15]",0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,"[0,0,0,0]",,0
538,0,20mm機銃,"[4,6,21,15]",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"[0,0,0,0]",,0
539,0,40mm二連装機関砲,"[4,6,21,15]",0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,1,"[0,0,0,0]",,0
540,0,40mm四連装機関砲,"[4,6,21,15]",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,"[0,0,0,0]",,0
541,0,深海烏賊魚雷,"[2,3,22,5]",0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,1,4,"[0,0,0,0]",,0
542,0,深海爆雷投射機,"[7,9,15,17]",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,"[0,0,0,0]",,0
543,0,深海ソナー,"[7,10,14,18]",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,"[0,0,0,0]",,0
544,0,深海爆雷投射機 Mk.II,"[7,9,15,17]",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,"[0,0,0,0]",,0
545,0,深海ソナー Mk.II,"[7,10,14,18]",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,"[0,0,0,0]",,0
546,0,飛び魚艦爆,"[3,5,7,7]",0,0,0,0,0,10,8,7,0,0,0,0,0,0,0,0,0,0,3,"[0,0,0,0]",,0
547,0,深海猫艦戦,"[3,5,6,6]",0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,3,"[0,0,0,0]",,0
548,0,深海地獄艦爆,"[3,5,7,7]",0,0,0,0,0,11,0,4,0,3,0,0,0,0,3,0,0,0,3,"[0,0,0,0]",,0
549,0,深海復讐艦攻,"[3,5,8,8]",0,0,0,13,0,0,4,5,0,2,0,0,0,0,5,0,0,0,3,"[0,0,0,0]",,0
550,0,5inch連装両用莢砲,"[1,1,1,16]",0,0,2,0,0,0,9,0,0,3,0,0,0,0,0,0,0,2,3,"[0,0,0,0]",,0
551,0,20inch連装砲,"[1,1,3,3]",0,0,27,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,4,"[0,0,0,0]",,0
552,0,15inch要塞砲,"[1,1,3,3]",0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,"[0,0,0,0]",,0
553,0,4inch連装両用砲+CIC,"[1,1,1,16]",0,0,5,0,0,0,15,0,0,5,0,0,0,0,0,0,0,2,4,"[0,0,0,0]",,0
554,0,深海水上攻撃機,"[5,7,11,10]",0,0,0,0,0,8,4,8,0,1,0,0,0,0,6,0,0,0,2,"[0,0,0,0]",,0
555,0,深海水上攻撃機改,"[5,7,11,10]",0,0,0,0,0,13,9,10,0,3,0,0,0,0,7,0,0,0,4,"[0,0,0,0]",,0
556,0,深海猫艦戦改,"[3,5,6,6]",0,0,0,0,0,0,12,0,0,2,0,2,0,0,0,0,0,0,4,"[0,0,0,0]",,0
557,0,深海地獄艦爆改,"[3,5,7,7]",0,0,0,0,0,15,0,8,0,4,0,0,0,0,5,0,0,0,4,"[0,0,0,0]",,0
558,0,深海復讐艦攻改,"[3,5,8,8]",0,0,0,16,0,0,5,9,0,3,0,0,0,0,6,0,0,0,4,"[0,0,0,0]",,0
559,0,深海FCS+CIC,"[7,10,14,18]",0,0,0,0,0,0,6,20,0,5,0,3,0,0,3,0,0,0,3,"[0,0,0,0]",,0
560,0,深海探照灯,"[8,18,29,24]",0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,"[0,0,0,0]",,0
561,0,深海解放陸爆,"[3,5,7,7]",0,0,0,0,0,11,3,5,0,1,0,0,0,0,3,0,0,0,2,"[0,0,0,0]",,0
562,0,深海解放陸爆Ace,"[3,5,7,7]",0,0,0,0,0,16,5,7,0,2,0,0,0,0,4,0,0,0,3,"[0,0,0,0]",,0
563,0,8inch長射程連装砲,"[1,1,2,2]",0,0,8,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,3,4,"[0,0,0,0]",,0
564,0,深海水上偵察観測機,"[5,7,10,10]",0,0,0,0,0,0,2,2,0,5,0,0,0,0,5,0,0,0,3,"[0,0,0,0]",,0
565,0,5inch沿岸設置砲,"[1,1,1,1]",0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,"[0,0,0,0]",,0
566,0,深海猫艦戦(爆装),"[3,5,7,7]",0,0,0,0,0,8,7,2,0,2,0,0,0,0,0,0,0,0,3,"[0,0,0,0]",,0
567,0,沿岸設置レーダー,"[5,8,13,11]",0,0,0,0,0,0,4,0,0,16,0,0,0,0,8,0,0,0,3,"[0,0,0,0]",,0
