Version,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艦船ID,図鑑番号,艦名,読み,艦種,改装Lv,改装後,耐久,装甲,火力,雷撃,対空,運,速力,射程,スロット数,搭載数,建造時間,解体資源,近代化改修,レア,ドロップ文章,改装弾薬,改装鋼材,搭載燃料,搭載弾薬,ボイス,回避,対潜,索敵,初期装備,制空値,加重対空値
150,150,比叡改二,ひえい,8,0,0,"[83,99]","[72,95]","[76,98]","[0,0]","[30,82]","[13,79]",10,3,4,"[3,3,3,3,0]",240,"[10,14,33,3]","[4,0,2,4]",7,金剛お姉さまの妹分、比叡です。<br>経験を積んで、姉さまに少しでも近づきたいです。,0,0,100,125,3,"[36,72]","[0,0]","[16,49]","[8,30,35,-1,-1]",0,22
151,151,榛名改二,はるな,8,0,0,"[81,99]","[70,93]","[75,96]","[0,0]","[41,92]","[41,89]",10,3,4,"[3,3,3,3,0]",240,"[10,14,33,3]","[4,0,2,4]",7,高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。,0,0,100,125,3,"[39,74]","[0,0]","[17,49]","[104,104,35,27,-1]",0,18
152,152,霧島改二,きりしま,8,0,0,"[82,99]","[70,92]","[78,104]","[0,0]","[30,82]","[14,79]",10,3,4,"[3,3,3,3,0]",240,"[10,14,33,3]","[4,0,2,4]",7,マイク音量大丈夫…？チェック、1，2……。<br>よし。はじめまして、私、霧島です。,0,0,100,125,3,"[34,72]","[0,0]","[15,49]","[8,74,30,-1,-1]",0,22
153,153,大鳳,たいほう,18,40,156,"[67,87]","[40,79]","[0,49]","[0,0]","[42,79]","[2,19]",10,1,4,"[18,18,18,7,0]",400,"[8,15,36,12]","[0,0,5,5]",7,そう…私が大鳳。<br>出迎え、ありがとうございます。<br>提督…貴方と機動部隊に勝利を！,900,450,70,65,3,"[33,57]","[0,0]","[47,74]","[60,24,17,-1,-1]",16,12
154,154,香取,かとり,21,35,343,"[36,48]","[9,27]","[14,28]","[12,28]","[14,42]","[10,49]",5,2,3,"[1,1,1,0,0]",70,"[3,1,10,0]","[0,1,0,1]",4,練習巡洋艦、香取です。<br>心配しないで…。色々と優しく、指導させて頂きますから。,400,120,30,15,1,"[24,49]","[12,42]","[10,38]","[119,10,39,-1,-1]",0,53
155,155,伊401,い401,14,35,403,"[20,24]","[5,24]","[2,9]","[36,72]","[0,0]","[20,59]",5,1,1,"[3,0,0,0,0]",200,"[1,2,3,2]","[0,1,1,1]",6,提督、ごきげんよう。潜特型二番艦伊401です。<br>しおいって呼んでね。,300,100,20,15,3,"[13,35]","[0,0]","[15,45]","[-1,-1,-1,-1,-1]",0,0
156,156,大鳳改,たいほう,18,0,0,"[70,90]","[44,84]","[0,59]","[0,0]","[45,86]","[4,39]",10,1,4,"[30,24,24,8,0]",400,"[9,16,36,14]","[0,0,5,5]",7,おはようございます、改装済み大鳳です。<br>甲板装甲を強化、防御力もさらに向上、提督のために…露天駐機で艦載機数も充実です！,0,0,90,75,3,"[34,59]","[0,0]","[50,77]","[22,18,71,-1,-1]",54,41
157,157,龍驤改二,りゅうじょう,7,0,0,"[50,72]","[28,62]","[0,40]","[0,0]","[24,48]","[15,59]",10,1,4,"[18,28,6,3,0]",170,"[4,12,22,6]","[0,0,3,3]",6,軽空母、龍驤や。独特なシルエットでしょ？<br>でも、艦載機を次々繰り出す、ちゃーんとした空母なんや。期待してや！,0,0,40,45,1,"[36,69]","[0,0]","[37,79]","[60,39,61,-1,-1]",16,39
158,158,川内改二,せんだい,3,0,0,"[48,64]","[29,69]","[24,67]","[26,88]","[20,70]","[14,79]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",6,川内、参上。<br>夜戦なら任せておいて！,0,0,25,35,1,"[43,84]","[38,74]","[16,55]","[101,74,102,-1,-1]",0,8
159,159,神通改二,じんつう,3,0,0,"[50,63]","[29,69]","[27,70]","[38,98]","[18,68]","[13,79]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",6,あの……軽巡洋艦、神通です。<br>どうか、よろしくお願い致します……,0,0,25,35,1,"[41,80]","[40,80]","[12,54]","[74,15,15,-1,-1]",0,8
160,160,那珂改二,なか,3,0,0,"[48,62]","[29,68]","[22,68]","[28,84]","[24,72]","[13,69]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",6,艦隊のアイドル、那珂（なか）ちゃんだよー！<br>よっろしくぅ！,0,0,25,35,1,"[42,82]","[48,84]","[15,54]","[10,15,30,-1,-1]",0,37
161,161,あきつ丸,あきつまる,17,25,166,"[38,49]","[13,33]","[6,19]","[0,0]","[13,29]","[10,39]",5,1,2,"[0,0,0,0,0]",150,"[2,2,12,2]","[0,0,1,1]",5,自分、あきつ丸であります。<br>艦隊にお世話になります。,200,80,40,10,3,"[15,39]","[0,0]","[3,13]","[68,39,-1,-1,-1]",0,37
162,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,"[-1,-1,-1,-1,-1]",0,0
163,163,まるゆ,まるゆ,13,20,402,"[6,9]","[2,9]","[1,3]","[0,9]","[0,0]","[7,77]",5,1,0,"[0,0,0,0,0]",17,"[1,0,1,0]","[0,0,0,1]",5,初めまして…まるゆ着任しました。<br>え？聞いてないって…そんなあ！,50,20,10,5,3,"[9,19]","[0,0]","[1,9]","[-1,-1,-1,-1,-1]",0,0
164,164,弥生,やよい,2,20,308,"[13,24]","[5,18]","[6,29]","[18,49]","[7,29]","[10,49]",10,1,2,"[0,0,0,0,0]",18,"[1,1,4,0]","[1,1,0,0]",4,初めまして、弥生、着任…。<br>あ、気を使わないでくれていい…です。,100,100,15,15,1,"[37,69]","[16,39]","[4,17]","[1,-1,-1,-1,-1]",0,5
165,165,卯月,うづき,2,25,309,"[13,24]","[5,18]","[6,29]","[18,49]","[7,29]","[10,49]",10,1,2,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,やったぁ！ でたっぴょん！ 卯月でっす！ <br>うーちゃんって呼ばれてまっす！,100,100,15,15,1,"[37,69]","[16,39]","[4,17]","[1,-1,-1,-1,-1]",0,5
166,166,あきつ丸改,あきつまる,17,0,0,"[40,59]","[15,43]","[8,33]","[0,0]","[15,37]","[13,49]",5,1,3,"[8,8,8,0,0]",150,"[2,2,13,5]","[1,0,1,1]",6,自分、航空兵力を充実させてみたのであります。<br>これはもう空母…であります…。,0,0,45,25,3,"[17,49]","[0,0]","[13,59]","[70,69,-1,-1,-1]",0,7
167,167,磯風,いそかぜ,2,45,320,"[16,34]","[6,19]","[10,29]","[24,69]","[14,44]","[16,54]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",5,陽炎型駆逐艦十二番艦、磯風。<br>大丈夫、私が護ってあげる。,140,160,15,20,1,"[44,79]","[24,49]","[8,19]","[2,40,-1,-1,-1]",0,43
168,168,浦風,うらかぜ,2,35,317,"[16,34]","[6,19]","[10,29]","[24,69]","[10,40]","[13,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,うち、浦風じゃ、よろしくね！,110,140,15,20,0,"[44,79]","[24,49]","[7,19]","[2,44,-1,-1,-1]",0,6
169,169,谷風,たにかぜ,2,30,313,"[16,34]","[6,19]","[10,29]","[24,69]","[10,40]","[14,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,提督、谷風だよ。<br>これからお世話になるね！,100,100,15,20,0,"[44,79]","[24,49]","[7,19]","[2,44,-1,-1,-1]",0,6
170,170,浜風,はまかぜ,2,30,312,"[16,34]","[6,19]","[10,29]","[24,69]","[13,42]","[15,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,駆逐艦、浜風です。<br>これより貴艦隊所属となります。,100,100,15,20,0,"[44,79]","[24,49]","[7,19]","[2,44,-1,-1,-1]",0,7
171,171,Bismarck,ビスマルク,8,30,172,"[90,96]","[67,83]","[64,88]","[0,0]","[18,48]","[8,69]",10,3,4,"[4,4,4,4,0]",300,"[10,16,38,4]","[3,0,1,3]",7,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,600,800,90,110,1,"[33,63]","[0,0]","[16,42]","[76,77,-1,-1,-1]",0,8
172,172,Bismarck改,ビスマルク,8,50,173,"[94,99]","[77,93]","[70,93]","[0,0]","[24,58]","[10,79]",10,3,4,"[4,4,4,4,0]",300,"[12,18,40,4]","[4,0,1,4]",7,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,1200,1600,95,115,3,"[38,69]","[0,0]","[18,52]","[76,77,-1,-1,-1]",0,9
173,173,Bismarck zwei,ビスマルク,8,75,178,"[96,99]","[80,94]","[70,97]","[0,0]","[25,62]","[20,82]",10,3,4,"[4,4,4,4,0]",300,"[12,18,40,4]","[4,0,2,4]",7,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,1800,2400,105,135,3,"[39,72]","[0,0]","[19,54]","[76,85,84,-1,-1]",0,100
174,174,Z1,レーベレヒト・マース,2,30,310,"[18,29]","[8,22]","[8,26]","[24,60]","[12,42]","[6,39]",10,1,3,"[0,0,0,0,0]",24,"[1,1,6,0]","[1,1,0,0]",5,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,170,150,20,20,1,"[36,76]","[32,64]","[6,24]","[78,-1,-1,-1,-1]",0,6
175,175,Z3,マックス・シュルツ,2,30,311,"[18,29]","[8,22]","[8,26]","[24,60]","[12,42]","[6,39]",10,1,3,"[0,0,0,0,0]",24,"[1,1,6,0]","[1,1,0,0]",5,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,170,150,20,20,1,"[36,76]","[32,64]","[6,24]","[78,-1,-1,-1,-1]",0,6
176,176,Prinz Eugen,プリンツ・オイゲン,5,45,177,"[50,72]","[38,64]","[38,56]","[32,64]","[16,44]","[30,79]",10,2,3,"[3,3,3,0,0]",200,"[2,3,15,2]","[2,1,0,2]",6,Guten Morgen！<br>私は、重巡プリンツ・オイゲン。よろしくね！,700,600,50,70,1,"[34,68]","[0,0]","[15,40]","[123,115,-1,-1,-1]",0,8
177,177,Prinz Eugen改,プリンツ・オイゲン,5,0,0,"[63,79]","[48,82]","[48,75]","[40,84]","[18,60]","[40,89]",10,2,4,"[3,3,3,3,0]",200,"[4,8,22,3]","[3,2,1,3]",7,Guten Morgen！<br>私は、重巡プリンツ・オイゲン。よろしくね！,0,0,55,75,3,"[40,74]","[0,0]","[16,50]","[123,84,124,-1,-1]",0,71
178,178,Bismarck drei,ビスマルク,8,0,0,"[96,99]","[82,95]","[74,99]","[16,36]","[35,70]","[22,84]",10,3,4,"[4,4,4,4,0]",300,"[12,20,42,4]","[4,1,2,4]",7,Guten Tag.<br>私はビスマルク型戦艦のネームシップ、ビスマルク。<br>よおく覚えておくのよ。,0,0,110,155,3,"[40,74]","[0,0]","[22,59]","[114,114,85,115,-1]",0,59
179,179,Z1 zwei,レーベレヒト・マース,2,0,0,"[35,59]","[18,53]","[12,49]","[27,71]","[20,64]","[15,49]",10,1,3,"[0,0,0,0,0]",24,"[1,1,6,0]","[1,1,0,0]",7,Guten Morgen.<br>僕の名前はレーベレヒト・マース。<br>レーベでいいよ…うん。,0,0,20,25,3,"[43,84]","[37,69]","[9,43]","[84,78,-1,-1,-1]",0,50
180,180,Z3 zwei,マックス・シュルツ,2,0,0,"[35,59]","[18,53]","[10,47]","[27,71]","[24,68]","[15,49]",10,1,3,"[0,0,0,0,0]",24,"[1,1,6,0]","[1,1,0,0]",7,Guten Tag.<br>私は駆逐艦マックス・シュルツよ。<br>マックス…でもいいけれど。よろしく。,0,0,20,25,3,"[43,84]","[37,69]","[9,43]","[85,78,-1,-1,-1]",0,57
181,181,天津風,あまつかぜ,2,20,316,"[18,37]","[7,25]","[10,29]","[28,79]","[22,53]","[18,59]",10,1,3,"[0,0,0,0,0]",30,"[1,1,6,0]","[1,1,1,1]",6,いい風きてる？<br>次世代型駆逐艦のプロトタイプ、<br>あたし、天津風の出番ね。,120,100,20,20,1,"[48,89]","[26,54]","[8,19]","[2,14,34,-1,-1]",0,9
182,182,明石,あかし,19,35,187,"[39,48]","[7,19]","[4,14]","[0,0]","[10,24]","[10,39]",5,1,3,"[0,0,0,0,0]",220,"[3,1,15,3]","[0,0,1,1]",6,工作艦、明石です。<br>少々の損傷だったら、私が泊地でばっちり直してあげますね。<br>お任せください！,1500,200,50,10,1,"[8,29]","[0,0]","[1,5]","[86,39,-1,-1,-1]",0,36
183,183,大淀,おおよど,3,35,321,"[34,47]","[19,34]","[24,48]","[0,39]","[18,62]","[24,69]",10,2,3,"[0,6,6,0,0]",80,"[4,2,14,2]","[1,0,2,2]",6,提督、軽巡大淀、戦列に加わりました。<br>艦隊指揮、運営はどうぞお任せください。,400,320,35,30,1,"[35,70]","[0,39]","[24,80]","[5,71,25,-1,-1]",0,36
184,184,大鯨,たいげい・りゅうほう,20,25,185,"[39,55]","[15,37]","[5,15]","[0,0]","[16,36]","[20,59]",5,1,3,"[2,3,3,0,0]",150,"[2,2,12,2]","[0,0,1,2]",4,こんにちわあ。潜水母艦大鯨です。<br>不束者ですが、よろしくお願い致します。,700,450,35,10,1,"[24,39]","[0,0]","[24,48]","[10,92,-1,-1,-1]",0,60
185,185,龍鳳,たいげい・りゅうほう,7,50,318,"[39,57]","[18,38]","[0,20]","[0,0]","[24,48]","[20,69]",5,1,3,"[18,7,6,0,0]",160,"[2,3,13,4]","[0,0,2,2]",5,潜水母艦改装空母の龍鳳です。<br>航空母艦として、私、頑張ります！,450,550,35,35,3,"[27,49]","[0,0]","[28,64]","[20,16,-1,-1,-1]",21,9
186,186,時津風,ときつかぜ,2,30,322,"[16,34]","[6,19]","[10,29]","[24,69]","[10,40]","[13,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",5,陽炎型駆逐艦十番艦。<br>時津風……出るよ。,120,110,15,20,1,"[44,79]","[24,49]","[7,19]","[2,14,-1,-1,-1]",0,6
187,187,明石改,あかし,19,0,0,"[45,58]","[9,27]","[6,24]","[0,0]","[16,36]","[12,49]",5,1,4,"[0,0,0,0,0]",150,"[3,2,16,3]","[0,0,1,1]",7,工作艦、明石です。<br>少々の損傷だったら、私が泊地でばっちり直してあげますね。<br>お任せください！,0,0,55,15,3,"[10,39]","[0,0]","[2,6]","[86,10,39,-1,-1]",0,54
188,188,利根改二,とね,6,0,0,"[59,72]","[48,79]","[46,77]","[32,82]","[32,82]","[15,69]",10,2,4,"[2,2,9,5,0]",90,"[5,8,18,5]","[3,1,3,2]",7,吾輩が利根である！<br>吾輩が艦隊に加わる以上、もう、索敵の心配はないぞ！,0,0,50,65,1,"[42,79]","[0,0]","[30,90]","[50,30,79,-1,-1]",6,23
189,189,筑摩改二,ちくま,6,0,0,"[58,72]","[48,79]","[46,77]","[33,83]","[33,83]","[14,67]",10,2,4,"[2,2,9,5,0]",90,"[5,8,18,5]","[3,1,3,2]",7,はじめまして、利根型２番艦、筑摩と申します。,0,0,50,65,1,"[42,79]","[0,0]","[30,90]","[50,30,79,-1,-1]",6,23
190,118,初風,はつかぜ,2,20,300,"[16,34]","[6,19]","[10,29]","[24,69]","[9,39]","[10,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,初風です、よろしく。<br>提督さんにとって私は何人目の私かしら？,100,100,15,20,3,"[45,79]","[24,49]","[6,19]","[2,39,-1,-1,-1]",0,36
191,123,伊19,い19,13,50,401,"[14,19]","[4,18]","[2,9]","[36,79]","[0,0]","[12,49]",5,1,1,"[0,0,0,0,0]",22,"[1,2,2,1]","[0,2,0,0]",4,素敵な提督で嬉しいのね。<br>伊十九なの。そう、イクって呼んでもいいの！,140,200,10,20,3,"[12,36]","[0,0]","[10,39]","[-1,-1,-1,-1,-1]",0,0
192,192,那智改二,なち,5,0,0,"[56,71]","[48,78]","[50,80]","[34,84]","[33,83]","[18,70]",10,2,4,"[2,2,4,4,0]",80,"[4,7,20,2]","[3,1,2,2]",6,貴様が司令官か。<br>私は那智。よろしくお願いする。,0,0,45,75,1,"[44,83]","[0,0]","[20,60]","[-1,-1,-1,-1,-1]",0,11
193,193,足柄改二,あしがら,5,0,0,"[56,71]","[47,79]","[53,82]","[34,84]","[26,74]","[20,72]",10,2,4,"[2,2,4,4,0]",80,"[4,7,20,2]","[3,1,2,2]",6,足柄よ。砲雷撃戦が得意なの。<br>ふふ、よろしくね。,0,0,45,75,3,"[44,83]","[0,0]","[17,57]","[90,90,90,-1,-1]",0,10
194,194,羽黒改二,はぐろ,5,0,0,"[57,71]","[47,77]","[52,84]","[34,84]","[24,72]","[19,70]",10,2,4,"[2,2,4,4,0]",80,"[4,7,20,2]","[3,1,2,2]",5,妙高型重巡洋艦、羽黒です。<br>皆さんと共に、全力で戦線を支えます！,0,0,45,75,1,"[45,84]","[0,0]","[18,58]","[90,90,28,-1,-1]",0,9
195,195,綾波改二,あやなみ,2,0,0,"[32,54]","[15,54]","[17,70]","[30,87]","[16,52]","[40,77]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[2,2,1,1]",6,ごきげんよう。<br>特型駆逐艦、綾波と申します。,0,0,15,20,3,"[50,90]","[25,63]","[13,49]","[63,101,74,-1,-1]",0,8
196,196,飛龍改二,ひりゅう,11,0,0,"[67,89]","[37,76]","[0,64]","[0,0]","[33,82]","[50,92]",10,1,4,"[18,36,22,3,0]",250,"[10,14,32,11]","[0,0,4,5]",8,航空母艦、飛龍です。<br>空母戦ならお任せ！どんな苦境でも戦えます！,0,0,70,75,0,"[40,82]","[0,0]","[52,89]","[96,97,93,-1,-1]",43,11
197,197,蒼龍改二,そうりゅう,11,0,0,"[67,89]","[36,75]","[0,57]","[0,0]","[34,84]","[15,59]",10,1,4,"[18,35,20,6,0]",250,"[10,14,32,11]","[0,0,4,5]",8,航空母艦、蒼龍です。<br>空母機動部隊を編制するなら、私もぜひ入れてね！,0,0,70,75,0,"[36,74]","[0,0]","[55,90]","[96,99,98,61,-1]",33,11
199,199,大潮改二,おおしお,2,0,0,"[31,53]","[14,51]","[17,67]","[33,90]","[20,62]","[17,69]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[2,2,1,1]",6,駆逐艦、大潮です～！<br>小さな体に大きな魚雷！　お任せください。,0,0,15,20,1,null,null,null,"[63,15,68,-1,-1]",0,8
200,200,阿武隈改二,あぶくま,3,0,0,"[45,61]","[29,68]","[16,56]","[34,94]","[35,78]","[20,74]",10,1,3,"[1,1,1,0,0]",75,"[2,2,10,0]","[1,2,2,2]",7,こ、こんにちは、軽巡、阿武隈です。,0,0,25,35,3,null,null,null,"[91,106,68,-1,-1]",0,43
201,1301,吹雪改,ふぶき,2,70,426,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,はじめまして吹雪です。<br>よろしくお願い致します。,230,270,15,20,3,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
202,1302,白雪改,しらゆき,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,白雪です。<br>よろしくお願いします。,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
203,1303,初雪改,はつゆき,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,初雪……です……よろしく。,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
204,1304,深雪改,みゆき,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,深雪だよ。<br>よろしくな！,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
205,1305,叢雲改,むらくも,2,70,420,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,あんたが司令官ね。<br>ま、せいぜい頑張りなさい！,210,250,15,20,3,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
206,1306,磯波改,いそなみ,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,あ、あの…磯波と申します。<br>よろしくお願いいたします。,0,0,15,20,0,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
207,1307,綾波改,あやなみ,2,70,195,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,ごきげんよう。<br>特型駆逐艦、綾波と申します。,200,280,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
208,1308,敷波改,しきなみ,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,49]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,アタシの名は敷波。<br>以後よろしく。,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
209,1309,金剛改,こんごう,8,75,149,"[75,89]","[67,89]","[72,94]","[0,0]","[28,79]","[12,69]",10,3,4,"[3,3,3,3,0]",240,"[10,14,33,3]","[4,0,2,3]",6,英国で生まれた帰国子女の金剛デース。<br>ヨロシクオネガイシマース！,2400,2400,90,120,1,"[35,69]","[0,0]","[15,49]","[8,12,10,-1,-1]",0,26
210,1310,比叡改,ひえい,8,75,150,"[75,89]","[67,89]","[72,94]","[0,0]","[28,79]","[12,69]",10,3,4,"[3,3,3,3,0]",240,"[10,14,33,3]","[4,0,2,3]",6,金剛お姉さまの妹分、比叡です。<br>経験を積んで、姉さまに少しでも近づきたいです。,2400,2400,90,120,1,"[35,69]","[0,0]","[15,49]","[8,12,10,-1,-1]",0,26
211,1311,榛名改,はるな,8,80,151,"[75,89]","[67,89]","[72,94]","[0,0]","[28,79]","[20,69]",10,3,4,"[3,3,3,3,0]",240,"[10,14,33,3]","[4,0,2,3]",6,高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。,2400,2400,90,120,1,"[35,69]","[0,0]","[15,49]","[8,12,10,-1,-1]",0,26
212,1312,霧島改,きりしま,8,75,152,"[75,89]","[67,89]","[72,94]","[0,0]","[28,79]","[12,69]",10,3,4,"[3,3,3,3,0]",240,"[10,14,33,3]","[4,0,2,3]",6,マイク音量大丈夫…？チェック、1，2……。<br>よし。はじめまして、私、霧島です。,2400,2400,90,120,1,"[35,69]","[0,0]","[15,49]","[8,12,10,-1,-1]",0,26
213,1313,天龍改,てんりゅう,3,0,0,"[40,54]","[28,59]","[20,59]","[24,79]","[12,49]","[12,59]",10,2,3,"[0,0,0,0,0]",60,"[1,1,8,0]","[1,1,1,2]",4,オレの名は天龍。<br>フフフ、怖いか？,0,0,25,25,1,"[42,79]","[24,69]","[10,49]","[4,10,15,-1,-1]",0,22
214,1314,龍田改,たつた,3,0,0,"[40,54]","[28,59]","[20,59]","[24,79]","[12,49]","[12,59]",10,2,3,"[0,0,0,0,0]",60,"[1,1,8,0]","[1,1,1,2]",4,初めまして、龍田だよ。<br>天龍ちゃんがご迷惑かけてないかなあ～。,0,0,25,25,1,"[42,79]","[24,69]","[10,49]","[4,10,15,-1,-1]",0,22
215,1315,球磨改,くま,3,0,0,"[42,59]","[29,69]","[20,69]","[24,89]","[15,69]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[2,1,1,2]",5,クマー。<br>よろしくだクマ。,0,0,25,30,1,"[40,79]","[24,79]","[10,49]","[4,15,25,-1,-1]",0,7
216,1316,多摩改,たま,3,0,0,"[42,59]","[29,59]","[20,59]","[24,79]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",4,軽巡、多摩です。<br>猫じゃないにゃ。,0,0,25,30,1,"[40,79]","[24,79]","[10,49]","[4,15,25,-1,-1]",0,7
217,1317,木曾改,きそ,3,65,146,"[42,59]","[29,59]","[20,59]","[24,79]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",4,木曾だ、お前に最高の勝利を与えてやる。,400,750,25,30,0,"[40,79]","[24,79]","[10,49]","[4,15,25,-1,-1]",0,7
218,1318,長良改,ながら,3,0,0,"[43,59]","[29,69]","[20,69]","[24,89]","[15,69]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[2,1,1,2]",5,軽巡、長良です。<br>よろしくお願いします！,0,0,25,30,0,"[40,79]","[24,79]","[10,49]","[4,15,25,-1,-1]",0,7
219,1319,五十鈴改,いすず,3,50,141,"[37,59]","[29,59]","[18,59]","[24,79]","[40,59]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,4,2]",4,五十鈴です。水雷戦隊の指揮ならお任せ。<br>全力で提督を勝利に導くわ。よろしくね。,270,360,25,30,0,"[40,79]","[48,79]","[10,49]","[10,30,15,-1,-1]",0,40
220,1320,由良改,ゆら,3,0,0,"[43,59]","[29,59]","[20,59]","[24,79]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",4,長良型軽巡四番艦の「由良」です。<br>どうぞ、よろしくお願いいたしますっ！,0,0,25,30,0,"[40,79]","[48,79]","[10,49]","[4,15,25,-1,-1]",0,7
221,1321,名取改,なとり,3,0,0,"[43,59]","[29,59]","[20,69]","[24,89]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",4,名取といいます。<br>ご迷惑をおかけしないように、が、頑張ります。,0,0,25,30,0,"[40,79]","[24,79]","[10,49]","[4,15,25,-1,-1]",0,7
222,1322,川内改,せんだい,3,60,158,"[44,59]","[29,69]","[20,59]","[24,79]","[15,69]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[2,1,1,2]",5,川内、参上。<br>夜戦なら任せておいて！,300,480,25,30,1,"[40,79]","[24,79]","[10,49]","[4,15,25,-1,-1]",0,7
223,1323,神通改,じんつう,3,60,159,"[44,59]","[29,59]","[20,59]","[24,79]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",4,あの……軽巡洋艦、神通です。<br>どうか、よろしくお願い致します……,300,480,25,30,1,"[40,79]","[24,79]","[10,49]","[4,15,25,-1,-1]",0,7
224,1324,那珂改,なか,3,48,160,"[44,59]","[29,59]","[20,59]","[24,79]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",60,"[2,2,10,0]","[1,1,1,2]",4,艦隊のアイドル、那珂（なか）ちゃんだよー！<br>よっろしくぅ！,480,400,25,30,1,"[40,79]","[32,79]","[10,49]","[4,15,25,-1,-1]",0,7
